Campania,Provincia,Municipio,ComarcaIsla,SuperficieTotalForestal,AfectoEspacioProtegido
2016,Málaga,PIZARRA,VALLE DE GUADALHORCE,0.06,Si
2016,Málaga,PIZARRA,VALLE DE GUADALHORCE,1.36,Si
2016,Málaga,ANTEQUERA,ANTEQUERA,25.6,No
2016,Málaga,ANTEQUERA,ANTEQUERA,0.02,No
2016,Málaga,GUARO,VALLE DE GUADALHORCE,0.14,No
2016,Málaga,ALHAURÍN DE LA TORRE,VALLE DE GUADALHORCE,0.01,No
2016,Málaga,CAMPILLOS,ANTEQUERA,3.46,No
2016,Málaga,TORROX,LA AXARQUIA,1.48,No
2016,Málaga,CASARES,COSTA DEL SOL,0.05,Si
2016,Málaga,CAÑETE LA REAL,ANTEQUERA,9.6,No
2016,Málaga,CAMPILLOS,ANTEQUERA,43.8,No
2016,Málaga,SEDELLA,LA AXARQUIA,0.15,No
2016,Málaga,BENALMÁDENA,COSTA DEL SOL,0.05,No
2016,Málaga,ALCAUCÍN,LA AXARQUIA,0.02,No
2016,Málaga,ALCAUCÍN,LA AXARQUIA,0.03,No
2016,Málaga,PUJERRA,SERRANIA DE RONDA,0.17,Si
2016,Málaga,RONDA,SERRANIA DE RONDA,0.02,No
2016,Málaga,RONDA,SERRANIA DE RONDA,0.03,Si
2016,Málaga,RINCÓN DE LA VICTORIA,LA AXARQUIA,1.15,No
2016,Málaga,PIZARRA,VALLE DE GUADALHORCE,0.04,Si
2016,Málaga,NERJA,LA AXARQUIA,0.21,No
2016,Málaga,CÁRTAMA,VALLE DE GUADALHORCE,0.58,No
2016,Málaga,ALHAURÍN DE LA TORRE,VALLE DE GUADALHORCE,0.57,No
2016,Málaga,VIÑUELA,LA AXARQUIA,0.37,No
2016,Málaga,MANILVA,COSTA DEL SOL,38.9,No
2016,Málaga,BENAHAVÍS,COSTA DEL SOL,2.7,No
2016,Málaga,MÁLAGA,MALAGA,0.01,No
2016,Málaga,ANTEQUERA,ANTEQUERA,0.2,No
2016,Málaga,JIMERA DE LÍBAR,SERRANIA DE RONDA,9.45,Si
2016,Málaga,ALCAUCÍN,LA AXARQUIA,0.01,No
2016,Málaga,VILLANUEVA DE ALGAIDAS,ANTEQUERA,0.7,No
2016,Málaga,ANTEQUERA,ANTEQUERA,1.06,No
2016,Málaga,CASARES,COSTA DEL SOL,0.11,No
2016,Málaga,MÁLAGA,MALAGA,1.02,No
2016,Málaga,MARBELLA,COSTA DEL SOL,0.01,No
2016,Málaga,BENAOJÁN,SERRANIA DE RONDA,0.01,No
2016,Málaga,COÍN,VALLE DE GUADALHORCE,0.83,No
2016,Málaga,ARCHIDONA,ANTEQUERA,119.07,No
2016,Málaga,MÁLAGA,MALAGA,1.5,No
2016,Málaga,MÁLAGA,MALAGA,0.5,No
2016,Málaga,NERJA,LA AXARQUIA,0.23,No
2016,Málaga,OJÉN,COSTA DEL SOL,2.01,No
2016,Málaga,PIZARRA,VALLE DE GUADALHORCE,0.59,No
2016,Málaga,IGUALEJA,SERRANIA DE RONDA,0.01,Si
2016,Málaga,ALHAURÍN EL GRANDE,VALLE DE GUADALHORCE,0.2,No
2016,Málaga,CASARABONELA,VALLE DE GUADALHORCE,0.01,Si
2016,Málaga,CUEVAS DEL BECERRO,SERRANIA DE RONDA,0.01,No
2016,Málaga,VILLANUEVA DE LA CONCEPCIÓN,ANTEQUERA,0.2,No
2016,Málaga,RONDA,SERRANIA DE RONDA,0.2,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.09,Si
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,0.94,No
2016,Sevilla,CARMONA,SIERRA SUR,0.83,No
2016,Sevilla,"RINCONADA, LA",SEVILLA,0.2,No
2016,Sevilla,ALMENSILLA,SEVILLA,0.75,No
2016,Sevilla,CARMONA,SIERRA SUR,5.22,No
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,0.02,Si
2016,Sevilla,"PEDROSO, EL",SIERRA NORTE,0.73,Si
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.5,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,4.03,Si
2016,Sevilla,AZNALCÁZAR,ALJARAFE,0.1,Si
2016,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,32.93,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,1,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,0.75,No
2016,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.5,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,1,Si
2016,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.14,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,2,Si
2016,Sevilla,MARCHENA,SIERRA SUR,1.23,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,0.42,Si
2016,Sevilla,SAN NICOLÁS DEL PUERTO,SIERRA NORTE,0.08,Si
2016,Sevilla,GUILLENA,SIERRA NORTE,0.3,No
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,59.66,Si
2016,Sevilla,AZNALCÁZAR,ALJARAFE,0.02,No
2016,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,1.6,No
2016,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,8.16,No
2016,Sevilla,"PEDROSO, EL",SIERRA NORTE,4.49,No
2016,Sevilla,ALMADÉN DE LA PLATA,SIERRA NORTE,4.74,Si
2016,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,0.2,No
2016,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.67,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,0.2,Si
2016,Sevilla,MONTELLANO,SIERRA SUR,1.2,No
2016,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,11,No
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.8,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,1.7,No
2016,Sevilla,VILLAVERDE DEL RÍO,VEGA DEL GUADALQUIVIR,0.06,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,2,Si
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.2,No
2016,Sevilla,GERENA,SIERRA NORTE,0.23,No
2016,Sevilla,CARMONA,SIERRA SUR,0.69,No
2016,Sevilla,ALCOLEA DEL RÍO,VEGA DEL GUADALQUIVIR,1.25,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.5,No
2016,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.8,No
2016,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,10.36,No
2016,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,2.28,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,4.61,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.88,No
2016,Sevilla,PEDRERA,SIERRA SUR,1.11,No
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,2.14,No
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.6,No
2016,Sevilla,GUADALCANAL,SIERRA NORTE,0.1,Si
2016,Sevilla,"PEDROSO, EL",SIERRA NORTE,0.26,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.5,No
2016,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,1.5,No
2016,Sevilla,AZNALCÁZAR,ALJARAFE,0.4,Si
2016,Sevilla,AZNALCÁZAR,ALJARAFE,4.5,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.5,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.11,Si
2016,Sevilla,GUILLENA,SIERRA NORTE,0.1,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.79,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,18.2,No
2016,Sevilla,UTRERA,SIERRA SUR,1,No
2016,Sevilla,MARCHENA,SIERRA SUR,0.08,No
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,0.25,Si
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,8.91,No
2016,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,0.8,No
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,0.03,No
2016,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.35,No
2016,Sevilla,"MADROÑO, EL",SIERRA NORTE,0.4,No
2016,Sevilla,GUILLENA,SIERRA NORTE,1.78,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.09,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.09,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.09,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,1.3,No
2016,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.6,No
2016,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,3.38,No
2016,Sevilla,MONTELLANO,SIERRA SUR,1.29,No
2016,Sevilla,ALCOLEA DEL RÍO,VEGA DEL GUADALQUIVIR,1,No
2016,Sevilla,OSUNA,SIERRA SUR,41,Si
2016,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,1829.04,Si
2016,Sevilla,"PEDROSO, EL",SIERRA NORTE,1.13,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,1.09,No
2016,Sevilla,"PEDROSO, EL",SIERRA NORTE,3.66,No
2016,Sevilla,AZNALCÓLLAR,SIERRA NORTE,4.78,No
2016,Sevilla,CARRIÓN DE LOS CÉSPEDES,ALJARAFE,0.8,No
2016,Sevilla,CONSTANTINA,SIERRA NORTE,0.23,Si
2016,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.58,No
2016,Sevilla,GERENA,SIERRA NORTE,2.4,No
2016,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.8,No
2016,Sevilla,CARMONA,SIERRA SUR,3.2,No
2016,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.3,No
2016,Sevilla,CARRIÓN DE LOS CÉSPEDES,ALJARAFE,0.1,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.75,No
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,0.05,No
2016,Sevilla,HUÉVAR DEL ALJARAFE,ALJARAFE,0.24,No
2016,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,2,No
2016,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,0.2,No
2016,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,3,No
2016,Sevilla,OSUNA,SIERRA SUR,3,No
2016,Sevilla,OSUNA,SIERRA SUR,1.01,No
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,0.5,No
2016,Sevilla,BURGUILLOS,VEGA DEL GUADALQUIVIR,2,Si
2016,Sevilla,OSUNA,SIERRA SUR,2.5,Si
2016,Sevilla,CARMONA,SIERRA SUR,0.5,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,5.18,No
2016,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.1,No
2016,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,2.07,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,2.78,No
2016,Sevilla,CORIPE,SIERRA SUR,0.43,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.32,No
2016,Sevilla,UTRERA,SIERRA SUR,8.08,Si
2016,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,0.19,No
2016,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.28,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,1,No
2016,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,2,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.01,No
2016,Sevilla,OSUNA,SIERRA SUR,0.35,No
2016,Sevilla,CARMONA,SIERRA SUR,4,No
2016,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.54,No
2017,Almería,CUEVAS DEL ALMANZORA,LEVANTE ALMERIENSE,0.34,No
2017,Almería,ALCOLEA,ALPUJARRA ALMERIENSE,0.08,No
2017,Almería,TERQUE,ALPUJARRA ALMERIENSE,0.28,No
2017,Almería,CANJÁYAR,SIERRA NEVADA  (AL),0.23,Si
2017,Almería,TERQUE,ALPUJARRA ALMERIENSE,0.12,Si
2017,Almería,VÉLEZ-BLANCO,LOS VELEZ,0.01,No
2017,Almería,OLULA DEL RÍO,ESTANCIAS-LUCAR,1.61,No
2017,Almería,INSTINCIÓN,ALPUJARRA ALMERIENSE,0.96,Si
2017,Almería,ROQUETAS DE MAR,PONIENTE ALMERIENSE,0.02,No
2017,Almería,FELIX,PONIENTE ALMERIENSE,0.05,No
2017,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.11,No
2017,Almería,NÍJAR,ALMERÍA,4.27,No
2017,Almería,LUCAINENA DE LAS TORRES,SIERRA DE FILABRES,11.38,Si
2017,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.34,Si
2017,Almería,VÉLEZ-BLANCO,LOS VELEZ,0.02,No
2017,Almería,NÍJAR,ALMERÍA,30.4,Si
2017,Almería,NÍJAR,ALMERÍA,1.27,Si
2017,Almería,ROQUETAS DE MAR,PONIENTE ALMERIENSE,0.13,No
2017,Almería,NÍJAR,ALMERÍA,79.49,Si
2017,Almería,NÍJAR,ALMERÍA,0.13,No
2017,Almería,ANTAS,LEVANTE ALMERIENSE,0.08,No
2017,Almería,ALMERÍA,ALMERÍA,0.77,No
2017,Almería,NÍJAR,ALMERÍA,1.22,No
2017,Almería,TURRE,LEVANTE ALMERIENSE,3.33,Si
2017,Almería,NÍJAR,ALMERÍA,0.02,No
2017,Almería,ALBOX,ESTANCIAS-LUCAR,0.06,No
2017,Almería,SORBAS,LEVANTE ALMERIENSE,4.15,No
2017,Almería,NÍJAR,ALMERÍA,0.14,No
2017,Almería,NÍJAR,ALMERÍA,0.02,No
2017,Almería,ALBOX,ESTANCIAS-LUCAR,0.29,No
2017,Almería,PATERNA DEL RÍO,SIERRA NEVADA  (AL),0.01,Si
2017,Almería,VÉLEZ-BLANCO,LOS VELEZ,0.05,No
2017,Almería,SANTA FE DE MONDÚJAR,ALMERÍA,0.03,Si
2017,Almería,LUCAINENA DE LAS TORRES,SIERRA DE FILABRES,0.34,Si
2017,Almería,ALCOLEA,ALPUJARRA ALMERIENSE,0.05,No
2017,Almería,OHANES,SIERRA NEVADA  (AL),0.01,Si
2017,Almería,NÍJAR,ALMERÍA,0.19,No
2017,Almería,SORBAS,LEVANTE ALMERIENSE,0.04,Si
2017,Almería,ABRUCENA,SIERRA NEVADA  (AL),0.01,Si
2017,Almería,ADRA,PONIENTE ALMERIENSE,0.03,No
2017,Almería,ADRA,PONIENTE ALMERIENSE,0.01,No
2017,Almería,TAHAL,SIERRA DE FILABRES,0.45,No
2017,Almería,ORIA,ESTANCIAS-LUCAR,0.02,No
2017,Almería,ARMUÑA DE ALMANZORA,SIERRA DE FILABRES,0.01,No
2017,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.05,No
2017,Almería,NÍJAR,ALMERÍA,1.79,Si
2017,Almería,ALHABIA,SIERRA NEVADA  (AL),0.01,Si
2017,Almería,ADRA,PONIENTE ALMERIENSE,0.05,No
2017,Almería,FIÑANA,SIERRA NEVADA  (AL),0.02,No
2017,Almería,NÍJAR,ALMERÍA,1.19,No
2017,Almería,NÍJAR,ALMERÍA,1.31,Si
2017,Almería,RÁGOL,SIERRA NEVADA  (AL),0.01,Si
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.08,Si
2017,Cádiz,BARBATE,LA JANDA,0.01,Si
2017,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.45,Si
2017,Cádiz,TORRE ALHÁQUIME,SIERRA DE CADIZ,0.04,No
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.03,No
2017,Cádiz,ROTA,COSTA NOROESTE,0.01,No
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.01,No
2017,Cádiz,SETENIL DE LAS BODEGAS,SIERRA DE CADIZ,0.84,No
2017,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.01,No
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.03,No
2017,Cádiz,CASTELLAR DE LA FRONTERA,CAMPO DE GIBRALTAR,0.18,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,0.07,No
2017,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.01,Si
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.04,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.2,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,0.1,No
2017,Cádiz,BARBATE,LA JANDA,0.04,Si
2017,Cádiz,MEDINA-SIDONIA,LA JANDA,0.12,No
2017,Cádiz,VILLALUENGA DEL ROSARIO,SIERRA DE CADIZ,0.06,Si
2017,Cádiz,BARBATE,LA JANDA,0.01,Si
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.01,Si
2017,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.01,No
2017,Cádiz,UBRIQUE,SIERRA DE CADIZ,0.02,Si
2017,Cádiz,SAN JOSÉ DEL VALLE,CAMPIDA DE JEREZ,0.1,No
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.1,No
2017,Cádiz,BARBATE,LA JANDA,0.04,Si
2017,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.98,Si
2017,Cádiz,ALGECIRAS,CAMPO DE GIBRALTAR,0.19,Si
2017,Cádiz,ALGECIRAS,CAMPO DE GIBRALTAR,0.19,Si
2017,Cádiz,JIMENA DE LA FRONTERA,CAMPO DE GIBRALTAR,0.24,No
2017,Cádiz,TORRE ALHÁQUIME,SIERRA DE CADIZ,0.86,No
2017,Cádiz,MEDINA-SIDONIA,LA JANDA,0.02,Si
2017,Cádiz,UBRIQUE,SIERRA DE CADIZ,0.38,Si
2017,Cádiz,ALGECIRAS,CAMPO DE GIBRALTAR,9.9,No
2017,Cádiz,BARBATE,LA JANDA,4.75,Si
2017,Cádiz,CASTELLAR DE LA FRONTERA,CAMPO DE GIBRALTAR,0.01,Si
2017,Cádiz,ALGECIRAS,CAMPO DE GIBRALTAR,0.08,No
2017,Cádiz,BARBATE,LA JANDA,0.08,Si
2017,Cádiz,CHIPIONA,COSTA NOROESTE,0.77,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,1.27,No
2017,Cádiz,BARBATE,LA JANDA,0.01,Si
2017,Cádiz,SETENIL DE LAS BODEGAS,SIERRA DE CADIZ,8.07,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.48,Si
2017,Cádiz,BARBATE,LA JANDA,0.01,Si
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.47,Si
2017,Cádiz,ALGECIRAS,CAMPO DE GIBRALTAR,0.02,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.25,No
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.7,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.48,No
2017,Cádiz,BARBATE,LA JANDA,0.02,Si
2017,Cádiz,BARBATE,LA JANDA,0.14,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,2.2,No
2017,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.17,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,3.31,Si
2017,Cádiz,CASTELLAR DE LA FRONTERA,CAMPO DE GIBRALTAR,1.13,No
2017,Cádiz,ALGAR,SIERRA DE CADIZ,0.05,No
2017,Cádiz,"LINEA  CONCEPCION, LA",CAMPO DE GIBRALTAR,2.3,No
2017,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.03,No
2017,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.02,Si
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.38,Si
2017,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.01,Si
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.01,Si
2017,Cádiz,CASTELLAR DE LA FRONTERA,CAMPO DE GIBRALTAR,0.01,Si
2017,Cádiz,MEDINA-SIDONIA,LA JANDA,0.13,Si
2017,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.7,Si
2017,Cádiz,PUERTO SERRANO,SIERRA DE CADIZ,1.97,No
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.01,No
2017,Cádiz,GRAZALEMA,SIERRA DE CADIZ,0.01,Si
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.01,No
2017,Cádiz,PUERTO SERRANO,SIERRA DE CADIZ,0.02,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.96,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.66,Si
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.01,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,0.01,No
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.1,No
2017,Cádiz,BORNOS,SIERRA DE CADIZ,1.1,No
2017,Cádiz,BENAOCAZ,SIERRA DE CADIZ,0.01,Si
2017,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.05,No
2017,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.02,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,1.26,No
2017,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.27,No
2017,Cádiz,SAN FERNANDO,BAHIA DE CADIZ,0.45,Si
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.45,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,1.12,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,1.37,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,0.3,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.7,Si
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.25,No
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.32,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.17,Si
2017,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.22,Si
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.04,No
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.25,No
2017,Cádiz,BARBATE,LA JANDA,0.01,Si
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.02,Si
2017,Cádiz,JIMENA DE LA FRONTERA,CAMPO DE GIBRALTAR,0.05,No
2017,Cádiz,OLVERA,SIERRA DE CADIZ,0.1,No
2017,Cádiz,JIMENA DE LA FRONTERA,CAMPO DE GIBRALTAR,0.02,Si
2017,Cádiz,"GASTOR, EL",SIERRA DE CADIZ,0.33,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.2,No
2017,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.07,No
2017,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.01,No
2017,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,8.08,No
2017,Cádiz,VEJER DE LA FRONTERA,LA JANDA,0.41,Si
2017,Cádiz,BENAOCAZ,SIERRA DE CADIZ,0.01,Si
2017,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.43,Si
2017,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.05,No
2017,Cádiz,BARBATE,LA JANDA,0.4,Si
2017,Córdoba,ADAMUZ,ALTO GUADALQUIVIR,1.56,Si
2017,Córdoba,HINOJOSA DEL DUQUE,VALLE DE LOS PEDROCHES,17.2,No
2017,Córdoba,CARCABUEY,SUB-BETICA,0.42,No
2017,Córdoba,PUENTE GENIL,SUB-BETICA,0.17,No
2017,Córdoba,CABRA,SUB-BETICA,1.9,Si
2017,Córdoba,PRIEGO DE CÓRDOBA,SUB-BETICA,2.64,Si
2017,Córdoba,CÓRDOBA,CORDOBA,0.01,Si
2017,Córdoba,CÓRDOBA,CORDOBA,0.1,Si
2017,Córdoba,CABRA,SUB-BETICA,0.01,Si
2017,Córdoba,ALCARACEJOS,VALLE DE LOS PEDROCHES,0.6,No
2017,Córdoba,HINOJOSA DEL DUQUE,VALLE DE LOS PEDROCHES,3,No
2017,Córdoba,MONTILLA,SUB-BETICA,0.12,No
2017,Córdoba,MONTILLA,SUB-BETICA,2.58,No
2017,Córdoba,OBEJO,VALLE DEL GUADIATO,3.5,No
2017,Córdoba,CÓRDOBA,CORDOBA,0.67,Si
2017,Córdoba,POSADAS,VALLE MEDIO DEL GUADALQUIVIR,0.23,Si
2017,Córdoba,ALMODÓVAR DEL RÍO,VALLE MEDIO DEL GUADALQUIVIR,0.44,No
2017,Córdoba,AGUILAR DE LA FRONTERA,SUB-BETICA,11.64,No
2017,Córdoba,ALMODÓVAR DEL RÍO,VALLE MEDIO DEL GUADALQUIVIR,1.6,No
2017,Córdoba,HINOJOSA DEL DUQUE,VALLE DE LOS PEDROCHES,0.1,No
2017,Córdoba,ALCARACEJOS,VALLE DE LOS PEDROCHES,0.3,No
2017,Córdoba,PALMA DEL RÍO,VALLE MEDIO DEL GUADALQUIVIR,6,No
2017,Córdoba,CÓRDOBA,CORDOBA,1.86,Si
2017,Córdoba,CÓRDOBA,CORDOBA,2.3,No
2017,Córdoba,PUENTE GENIL,SUB-BETICA,0.42,No
2017,Córdoba,"VISO, EL",VALLE DE LOS PEDROCHES,4.05,No
2017,Córdoba,ALMODÓVAR DEL RÍO,VALLE MEDIO DEL GUADALQUIVIR,0.84,No
2017,Córdoba,TORRECAMPO,VALLE DE LOS PEDROCHES,21.34,No
2017,Córdoba,GUADALCÁZAR,VALLE MEDIO DEL GUADALQUIVIR,0.05,No
2017,Córdoba,HORNACHUELOS,VALLE MEDIO DEL GUADALQUIVIR,0.05,Si
2017,Córdoba,RUTE,SUB-BETICA,0.18,No
2017,Córdoba,POZOBLANCO,VALLE DE LOS PEDROCHES,23.92,No
2017,Córdoba,CÓRDOBA,CORDOBA,0.4,Si
2017,Córdoba,BAENA,SUB-BETICA,2.68,No
2017,Córdoba,CABRA,SUB-BETICA,0.11,Si
2017,Córdoba,VILLAFRANCA DE CÓRDOBA,ALTO GUADALQUIVIR,6.25,Si
2017,Córdoba,VILLAVICIOSA DE CÓRDOBA,VALLE DEL GUADIATO,6.5,Si
2017,Córdoba,CÓRDOBA,CORDOBA,4.24,No
2017,Córdoba,PALMA DEL RÍO,VALLE MEDIO DEL GUADALQUIVIR,0.02,No
2017,Córdoba,MONTORO,ALTO GUADALQUIVIR,0.9,Si
2017,Córdoba,CÓRDOBA,CORDOBA,0.29,No
