Campania,Provincia,Municipio,ComarcaIsla,SuperficieTotalForestal,AfectoEspacioProtegido
2018,Jaén,"CAROLINA, LA",SIERRA MORENA,1.61,No
2018,Jaén,GÉNAVE,SIERRA DE SEGURA,0.27,Si
2018,Jaén,MARMOLEJO,SIERRA MORENA,1.09,No
2018,Jaén,ÚBEDA,LA LOMA,0.05,No
2018,Jaén,CAMBIL,SIERRA MAGINA,0.17,No
2018,Jaén,SANTIAGO-PONTONES,SIERRA DE SEGURA,0.04,Si
2018,Jaén,POZO ALCÓN,SIERRA DE CAZORLA,0.91,No
2018,Jaén,SABIOTE,LA LOMA,0.02,No
2018,Jaén,BAILÉN,SIERRA MORENA,2.72,No
2018,Jaén,CASTELLAR,EL CONDADO_JAEN,0.01,Si
2018,Jaén,BAÑOS DE LA ENCINA,SIERRA MORENA,0.52,No
2018,Jaén,LINARES,SIERRA MORENA,1.43,No
2018,Jaén,BAÑOS DE LA ENCINA,SIERRA MORENA,0.34,Si
2018,Jaén,BAÑOS DE LA ENCINA,SIERRA MORENA,1.1,Si
2018,Jaén,MENGÍBAR,JAEN,0.15,No
2018,Jaén,MARTOS,JAEN,0.03,No
2018,Jaén,"CAROLINA, LA",SIERRA MORENA,0.91,No
2018,Jaén,BAEZA,LA LOMA,1.04,No
2018,Jaén,SANTISTEBAN DEL PUERTO,EL CONDADO_JAEN,5.54,Si
2018,Jaén,HIGUERA DE CALATRAVA,JAEN,0.92,No
2018,Jaén,BEAS DE SEGURA,SIERRA DE SEGURA,0.29,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.01,No
2018,Jaén,VÍLCHES,EL CONDADO_JAEN,1.91,No
2018,Jaén,JÓDAR,SIERRA MAGINA,77.26,No
2018,Jaén,"CAROLINA, LA",SIERRA MORENA,1.23,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.1,No
2018,Jaén,"CAROLINA, LA",SIERRA MORENA,19.57,No
2018,Jaén,CAMBIL,SIERRA MAGINA,0.03,No
2018,Jaén,VILLANUEVA DE LA REINA,SIERRA MORENA,55.57,Si
2018,Jaén,PEGALAJAR,SIERRA MAGINA,0.46,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,11.82,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.7,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.39,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.03,No
2018,Jaén,JAÉN,JAEN,0.01,No
2018,Jaén,LINARES,SIERRA MORENA,4.16,No
2018,Jaén,CHICLANA DE SEGURA,EL CONDADO_JAEN,0.02,Si
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.01,No
2018,Jaén,LINARES,SIERRA MORENA,0.01,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,8.07,No
2018,Jaén,GUARROMÁN,SIERRA MORENA,1.24,No
2018,Jaén,ANDÚJAR,SIERRA MORENA,0.25,Si
2018,Jaén,MARTOS,JAEN,1,No
2018,Jaén,SEGURA DE LA SIERRA,SIERRA DE SEGURA,0.08,Si
2018,Jaén,ALCAUDETE,SIERRA SUR_JAEN,1.89,No
2018,Jaén,JAÉN,JAEN,0.31,Si
2018,Jaén,HUELMA,SIERRA MAGINA,0.06,No
2018,Jaén,CABRA DEL SANTO CRISTO,SIERRA MAGINA,0.15,No
2018,Jaén,JÓDAR,SIERRA MAGINA,0.02,No
2018,Jaén,HUESA,SIERRA DE CAZORLA,0.02,Si
2018,Jaén,CABRA DEL SANTO CRISTO,SIERRA MAGINA,0.64,No
2018,Jaén,VILLACARRILLO,LAS VILLAS,0.16,Si
2018,Jaén,VILLANUEVA DE LA REINA,SIERRA MORENA,0.32,No
2018,Jaén,JAÉN,JAEN,0.01,Si
2018,Jaén,LINARES,SIERRA MORENA,4.81,No
2018,Jaén,VILLACARRILLO,LAS VILLAS,0.01,No
2018,Jaén,MENGÍBAR,JAEN,0.3,No
2018,Jaén,MARMOLEJO,SIERRA MORENA,0.83,No
2018,Jaén,LINARES,SIERRA MORENA,0.86,No
2018,Jaén,LARVA,SIERRA MAGINA,0.01,No
2018,Jaén,"CAROLINA, LA",SIERRA MORENA,0.13,No
2018,Jaén,GÉNAVE,SIERRA DE SEGURA,1.88,Si
2018,Jaén,JIMENA,SIERRA MAGINA,2.72,No
2018,Jaén,ARQUILLOS,EL CONDADO_JAEN,0.23,No
2018,Jaén,SABIOTE,LA LOMA,0.9,No
2018,Jaén,NOALEJO,SIERRA MAGINA,3.75,No
2018,Jaén,CAMBIL,SIERRA MAGINA,0.16,No
2018,Jaén,VÍLCHES,EL CONDADO_JAEN,0.03,No
2018,Jaén,"VILLARES, LOS",JAEN,0.61,No
2018,Jaén,"PUERTA DE SEGURA, LA",SIERRA DE SEGURA,0.01,Si
2018,Jaén,CAMBIL,SIERRA MAGINA,0.07,No
2018,Málaga,CÁRTAMA,VALLE DE GUADALHORCE,0.24,Si
2018,Málaga,MÁLAGA,MALAGA,0.02,No
2018,Málaga,TOLOX,VALLE DE GUADALHORCE,0.06,No
2018,Málaga,JUBRIQUE,SERRANIA DE RONDA,0.02,Si
2018,Málaga,ALMOGÍA,MALAGA,4.09,No
2018,Málaga,CASARABONELA,VALLE DE GUADALHORCE,0.04,No
2018,Málaga,PIZARRA,VALLE DE GUADALHORCE,0.17,No
2018,Málaga,OJÉN,COSTA DEL SOL,0.79,Si
2018,Málaga,MOCLINEJO,LA AXARQUIA,0.16,No
2018,Málaga,ARDALES,ANTEQUERA,0.01,Si
2018,Málaga,ALOZAINA,VALLE DE GUADALHORCE,0.02,No
2018,Málaga,BENAMARGOSA,LA AXARQUIA,0.51,No
2018,Málaga,RIOGORDO,LA AXARQUIA,3.64,No
2018,Málaga,ÁLORA,VALLE DE GUADALHORCE,3.51,No
2018,Málaga,OJÉN,COSTA DEL SOL,0.15,Si
2018,Málaga,COÍN,VALLE DE GUADALHORCE,0.03,Si
2018,Málaga,ARENAS,LA AXARQUIA,3.39,No
2018,Málaga,NERJA,LA AXARQUIA,0.01,Si
2018,Málaga,MACHARAVIAYA,LA AXARQUIA,0.44,No
2018,Málaga,MIJAS,COSTA DEL SOL,0.9,No
2018,Málaga,CASARABONELA,VALLE DE GUADALHORCE,0.73,No
2018,Málaga,CASARABONELA,VALLE DE GUADALHORCE,0.02,No
2018,Málaga,ARDALES,ANTEQUERA,2.15,No
2018,Málaga,CASARES,COSTA DEL SOL,221.56,Si
2018,Málaga,ARDALES,ANTEQUERA,4.18,No
2018,Málaga,ARDALES,ANTEQUERA,0.21,Si
2018,Málaga,CUEVAS DE SAN MARCOS,ANTEQUERA,17.33,No
2018,Málaga,"BURGO, EL",SERRANIA DE RONDA,0.03,No
2018,Málaga,MANILVA,COSTA DEL SOL,41.9,No
2018,Málaga,COÍN,VALLE DE GUADALHORCE,0.77,No
2018,Málaga,GAUCÍN,SERRANIA DE RONDA,0.02,Si
2018,Málaga,COÍN,VALLE DE GUADALHORCE,1.28,No
2018,Málaga,CAMPILLOS,ANTEQUERA,0.44,No
2018,Málaga,CAMPILLOS,ANTEQUERA,4.05,No
2018,Málaga,ARDALES,ANTEQUERA,0.86,No
2018,Málaga,JIMERA DE LÍBAR,SERRANIA DE RONDA,0.01,Si
2018,Málaga,BENAHAVÍS,COSTA DEL SOL,6.16,No
2018,Málaga,ESTEPONA,COSTA DEL SOL,0.08,No
2018,Málaga,ESTEPONA,COSTA DEL SOL,0.08,No
2018,Málaga,ALHAURÍN DE LA TORRE,VALLE DE GUADALHORCE,0.48,No
2018,Málaga,CÁRTAMA,VALLE DE GUADALHORCE,0.21,Si
2018,Málaga,CAÑETE LA REAL,ANTEQUERA,0.12,No
2018,Málaga,MÁLAGA,MALAGA,6.6,No
2018,Málaga,ESTEPONA,COSTA DEL SOL,0.32,No
2018,Málaga,ANTEQUERA,ANTEQUERA,0.2,No
2018,Málaga,ALHAURÍN DE LA TORRE,VALLE DE GUADALHORCE,0.01,No
2018,Málaga,CASARES,COSTA DEL SOL,0.38,No
2018,Málaga,ÁLORA,VALLE DE GUADALHORCE,0.78,No
2018,Málaga,MARBELLA,COSTA DEL SOL,0.69,No
2018,Málaga,CAÑETE LA REAL,ANTEQUERA,0.09,No
2018,Málaga,"BURGO, EL",SERRANIA DE RONDA,6.46,No
2018,Málaga,OJÉN,COSTA DEL SOL,2.9,No
2018,Málaga,MARBELLA,COSTA DEL SOL,0.05,No
2018,Málaga,MARBELLA,COSTA DEL SOL,0.23,No
2018,Málaga,ALCAUCÍN,LA AXARQUIA,0.4,No
2018,Sevilla,"PUEBLA DE CAZALLA, LA",SIERRA SUR,0.09,No
2018,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,0.05,No
2018,Sevilla,CONSTANTINA,SIERRA NORTE,0.3,Si
2018,Sevilla,CAZALLA DE LA SIERRA,SIERRA NORTE,0.02,Si
2018,Sevilla,CAZALLA DE LA SIERRA,SIERRA NORTE,0.11,Si
2018,Sevilla,GERENA,SIERRA NORTE,0.03,No
2018,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.5,No
2018,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.25,No
2018,Sevilla,GUILLENA,SIERRA NORTE,2.2,No
2018,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,1.74,No
2018,Sevilla,VILLAVERDE DEL RÍO,VEGA DEL GUADALQUIVIR,0.04,No
2018,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,1.23,No
2018,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,0.94,No
2018,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,3.23,No
2018,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,13.36,No
2018,Sevilla,GUILLENA,SIERRA NORTE,0.01,No
2018,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,0.5,No
2018,Sevilla,PILAS,ALJARAFE,0.36,No
2018,Sevilla,AZNALCÓLLAR,SIERRA NORTE,3,No
2018,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,8,No
2018,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.32,No
2018,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.49,No
2018,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,0.1,Si
2018,Sevilla,AZNALCÁZAR,ALJARAFE,4.35,No
2018,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.03,No
2018,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.25,No
2018,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.59,No
2018,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,3.5,No
2018,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,3.15,No
2018,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,4.69,No
2018,Sevilla,OSUNA,SIERRA SUR,0.69,Si
2018,Sevilla,GUILLENA,SIERRA NORTE,3.11,No
2018,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,7.13,No
2018,Sevilla,"RONQUILLO, EL",SIERRA NORTE,17.76,No
2018,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,2.59,No
2018,Sevilla,AZNALCÁZAR,ALJARAFE,3.2,Si
2018,Sevilla,GERENA,SIERRA NORTE,1.4,No
2018,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,3.33,No
2018,Sevilla,GUILLENA,SIERRA NORTE,2.21,Si
2018,Sevilla,OSUNA,SIERRA SUR,1,No
2018,Sevilla,"RONQUILLO, EL",SIERRA NORTE,9.05,No
2018,Sevilla,BADOLATOSA,SIERRA SUR,0.51,No
2018,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.08,No
2018,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,1.45,No
2018,Sevilla,AZNALCÁZAR,ALJARAFE,0.38,Si
2018,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,2,Si
2018,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.4,No
2018,Sevilla,AZNALCÁZAR,ALJARAFE,0.23,Si
2018,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.02,No
2018,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,0.36,Si
2018,Sevilla,ISLA MAYOR,SEVILLA,1,Si
2018,Sevilla,SALTERAS,SEVILLA,1,No
2018,Sevilla,CASTILLEJA DEL CAMPO,ALJARAFE,1,No
2018,Sevilla,"PUEBLA DEL RÍO, LA",SEVILLA,1.27,No
2018,Sevilla,CARMONA,SIERRA SUR,0.5,No
2018,Sevilla,"ALGABA, LA",VEGA DEL GUADALQUIVIR,0.3,No
2018,Sevilla,CARRIÓN DE LOS CÉSPEDES,ALJARAFE,1.5,No
2018,Sevilla,UTRERA,SIERRA SUR,2,No
2018,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.01,No
2018,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,1.2,No
2018,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,8.53,No
2018,Sevilla,ALCALÁ DE GUADAIRA,SEVILLA,3.5,No
2018,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.12,No
2018,Sevilla,"CORONIL, EL",SIERRA SUR,1.5,No
2018,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,1.01,No
2019,Almería,CARBONERAS,LEVANTE ALMERIENSE,0.59,Si
2019,Almería,ALMERÍA,ALMERÍA,0.04,No
2019,Almería,ALMERÍA,ALMERÍA,0.01,Si
2019,Almería,BERJA,PONIENTE ALMERIENSE,0.64,No
2019,Almería,ZURGENA,SIERRA DE FILABRES,0.04,No
2019,Almería,OHANES,SIERRA NEVADA  (AL),0.27,Si
2019,Almería,BERJA,PONIENTE ALMERIENSE,0.01,No
2019,Almería,CANJÁYAR,SIERRA NEVADA  (AL),0.146,Si
2019,Almería,TURRE,LEVANTE ALMERIENSE,0.87,Si
2019,Almería,ABRUCENA,SIERRA NEVADA  (AL),6.09,Si
2019,Almería,GÉRGAL,SIERRA DE FILABRES,0.04,No
2019,Almería,FELIX,PONIENTE ALMERIENSE,0.54,No
2019,Almería,CANTORIA,SIERRA DE FILABRES,0.43,No
2019,Almería,MOJÁCAR,LEVANTE ALMERIENSE,7.06,Si
2019,Almería,ALMERÍA,ALMERÍA,3.93,Si
2019,Almería,ALHAMA DE ALMERÍA,ALPUJARRA ALMERIENSE,0.01,No
2019,Almería,BALANEGRA,PONIENTE ALMERIENSE,12.86,No
2019,Almería,ABRUCENA,SIERRA NEVADA  (AL),0.03,Si
2019,Almería,BERJA,PONIENTE ALMERIENSE,1.59,No
2019,Almería,TABERNAS,SIERRA DE FILABRES,0.51,No
2019,Almería,BERJA,PONIENTE ALMERIENSE,0.11,No
2019,Almería,TABERNAS,SIERRA DE FILABRES,0.5087,No
2019,Almería,TABERNAS,SIERRA DE FILABRES,0.04,No
2019,Almería,ALMERÍA,ALMERÍA,0.065,No
2019,Almería,CUEVAS DEL ALMANZORA,LEVANTE ALMERIENSE,12.139,Si
2019,Almería,NÍJAR,ALMERÍA,0.28,No
2019,Almería,LUBRÍN,LEVANTE ALMERIENSE,0.76,No
2019,Almería,BERJA,PONIENTE ALMERIENSE,0.17,No
2019,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.85,Si
2019,Almería,LUBRÍN,LEVANTE ALMERIENSE,1.19,Si
2019,Almería,FINES,SIERRA DE FILABRES,0.03,No
2019,Almería,NÍJAR,ALMERÍA,0.4,No
2019,Almería,HUÉRCA-OVERA,LEVANTE ALMERIENSE,1,No
2019,Almería,NÍJAR,ALMERÍA,0.01,No
2019,Almería,BERJA,PONIENTE ALMERIENSE,44.03,No
2019,Almería,NÍJAR,ALMERÍA,0.19,Si
2019,Almería,TERQUE,ALPUJARRA ALMERIENSE,1119.8,Si
2019,Almería,DALÍAS,PONIENTE ALMERIENSE,1.69,No
2019,Almería,FELIX,PONIENTE ALMERIENSE,0.01,No
2019,Almería,HUÉRCAL DE ALMERÍA,ALMERÍA,42.62,Si
2019,Almería,TURRE,LEVANTE ALMERIENSE,0.4,No
2019,Almería,GÁDOR,ALMERÍA,0.07,No
2019,Almería,CANJÁYAR,SIERRA NEVADA  (AL),5.08,Si
2019,Almería,RÁGOL,SIERRA NEVADA  (AL),0.27,Si
2019,Almería,"TRES VILLAS, LAS",SIERRA NEVADA  (AL),1.79,No
2019,Almería,ALMERÍA,ALMERÍA,0.02,No
2019,Almería,BERJA,PONIENTE ALMERIENSE,0.22,No
2019,Almería,DALÍAS,PONIENTE ALMERIENSE,0.01,Si
2019,Almería,PADULES,SIERRA NEVADA  (AL),0.0207,No
2019,Almería,ALMÓCITA,SIERRA NEVADA  (AL),0.001,Si
2019,Almería,PADULES,SIERRA NEVADA  (AL),0.09,Si
2019,Almería,VÍCAR,PONIENTE ALMERIENSE,0.6,No
2019,Almería,SORBAS,LEVANTE ALMERIENSE,3.149,Si
2019,Almería,BÉDAR,LEVANTE ALMERIENSE,0.287,No
2019,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.01,No
2019,Cádiz,BARBATE,LA JANDA,0.16,Si
2019,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.01,Si
2019,Cádiz,SETENIL DE LAS BODEGAS,SIERRA DE CADIZ,0.19,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.32,Si
2019,Cádiz,BARBATE,LA JANDA,0.01,Si
2019,Cádiz,ALCALÁ DEL VALLE,SIERRA DE CADIZ,0.07,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.04,No
2019,Cádiz,BARBATE,LA JANDA,0.02,Si
2019,Cádiz,MEDINA-SIDONIA,LA JANDA,0.5,No
2019,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,1.69,Si
2019,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.07,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.3,Si
2019,Cádiz,BARBATE,LA JANDA,0.01,Si
2019,Cádiz,JIMENA DE LA FRONTERA,CAMPO DE GIBRALTAR,0.8,No
2019,Cádiz,BARBATE,LA JANDA,0.04,No
2019,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.27,Si
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.01,Si
2019,Cádiz,GRAZALEMA,SIERRA DE CADIZ,0.01,Si
2019,Cádiz,SANLÚCAR DE BARRAMEDA,COSTA NOROESTE,0.54,Si
2019,Cádiz,BARBATE,LA JANDA,0.01,Si
2019,Cádiz,CONIL DE LA FRONTERA,LA JANDA,0.05,No
2019,Cádiz,BARBATE,LA JANDA,0.25,No
2019,Cádiz,BARBATE,LA JANDA,0.02,Si
2019,Cádiz,BARBATE,LA JANDA,0.08,No
2019,Cádiz,BARBATE,LA JANDA,8.09,No
2019,Cádiz,CASTELLAR DE LA FRONTERA,CAMPO DE GIBRALTAR,0.13,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.65,Si
2019,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,6.2,No
2019,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.58,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.03,Si
2019,Cádiz,GRAZALEMA,SIERRA DE CADIZ,0.01,Si
2019,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.23,No
2019,Cádiz,SETENIL DE LAS BODEGAS,SIERRA DE CADIZ,0.01,No
2019,Cádiz,CONIL DE LA FRONTERA,LA JANDA,3.36,No
2019,Cádiz,BARBATE,LA JANDA,4.4,No
2019,Cádiz,BARBATE,LA JANDA,0.2,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,4.99,No
2019,Cádiz,CONIL DE LA FRONTERA,LA JANDA,0.08,No
2019,Cádiz,CONIL DE LA FRONTERA,LA JANDA,5.85,No
2019,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.6,No
2019,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.01,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,1.58,No
2019,Cádiz,"GASTOR, EL",SIERRA DE CADIZ,0.03,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,1.23,Si
2019,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,53.98,Si
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.02,Si
2019,Cádiz,CONIL DE LA FRONTERA,LA JANDA,0.63,No
2019,Cádiz,CASTELLAR DE LA FRONTERA,CAMPO DE GIBRALTAR,0.03,No
2019,Cádiz,VEJER DE LA FRONTERA,LA JANDA,0.96,Si
2019,Cádiz,PUERTO SERRANO,SIERRA DE CADIZ,0.12,No
2019,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.003,Si
2019,Cádiz,BORNOS,SIERRA DE CADIZ,0.78,No
2019,Cádiz,OLVERA,SIERRA DE CADIZ,0.14,No
2019,Cádiz,BENAOCAZ,SIERRA DE CADIZ,0.02,Si
2019,Cádiz,BARBATE,LA JANDA,0.01,Si
2019,Cádiz,PUERTO SERRANO,SIERRA DE CADIZ,0.62,Si
2019,Cádiz,BENALUP-CASAS VIEJAS,LA JANDA,0.01,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.11,No
2019,Cádiz,BENALUP-CASAS VIEJAS,LA JANDA,0.54,No
2019,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.01,No
2019,Cádiz,VEJER DE LA FRONTERA,LA JANDA,1.31,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.17,Si
2019,Cádiz,GRAZALEMA,SIERRA DE CADIZ,1.62,Si
2019,Cádiz,ZAHARA,SIERRA DE CADIZ,3.98,Si
2019,Cádiz,PUERTO SERRANO,SIERRA DE CADIZ,0.08,Si
2019,Cádiz,BORNOS,SIERRA DE CADIZ,0.06,No
2019,Cádiz,PATERNA DE RIVERA,LA JANDA,1.25,No
2019,Cádiz,MEDINA-SIDONIA,LA JANDA,0.83,No
2019,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.05,No
2019,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.24,No
2019,Cádiz,OLVERA,SIERRA DE CADIZ,0.5,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,16.73,Si
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.2,Si
2019,Cádiz,MEDINA-SIDONIA,LA JANDA,0.6,No
2019,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.01,Si
2019,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.06,Si
2019,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.2,No
2019,Cádiz,BORNOS,SIERRA DE CADIZ,0.02,No
2019,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,2.39,Si
2019,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.01,Si
2019,Cádiz,SETENIL DE LAS BODEGAS,SIERRA DE CADIZ,0.6,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.32,Si
2019,Cádiz,BARBATE,LA JANDA,0.01,Si
2019,Cádiz,MEDINA-SIDONIA,LA JANDA,0.59,No
2019,Cádiz,TARIFA,CAMPO DE GIBRALTAR,12.33,Si
2019,Cádiz,"PUERTO SANTA MARIA, EL",BAHIA DE CADIZ,0.06,No
2019,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.04,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.05,No
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.01,No
2019,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.02,No
2019,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.08,No
2019,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.01,No
2019,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.16,No
2019,Cádiz,TORRE ALHÁQUIME,SIERRA DE CADIZ,1.17,No
2019,Cádiz,ALCALÁ DEL VALLE,SIERRA DE CADIZ,0.36,No
2019,Cádiz,BARBATE,LA JANDA,2.42,No
2019,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.1,No
2019,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.21,Si
2019,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.2,Si
2019,Cádiz,PUERTO REAL,BAHIA DE CADIZ,37.58,No
2019,Córdoba,CABRA,SUB-BETICA,0.01,Si
2019,Córdoba,ADAMUZ,ALTO GUADALQUIVIR,0.01,Si
2019,Córdoba,VILLANUEVA DE CÓRDOBA,VALLE DE LOS PEDROCHES,0.28,No
2019,Córdoba,BAENA,SUB-BETICA,0.02,No
2019,Córdoba,PUENTE GENIL,SUB-BETICA,0.42,No
2019,Córdoba,VILLAVICIOSA DE CÓRDOBA,VALLE DEL GUADIATO,2.05,Si
2019,Córdoba,ADAMUZ,ALTO GUADALQUIVIR,1.87,Si
2019,Córdoba,FUENTE OBEJUNA,VALLE DEL GUADIATO,4.36,No
2019,Córdoba,FUENTE OBEJUNA,VALLE DEL GUADIATO,2.4,No
2019,Córdoba,BELMEZ,VALLE DEL GUADIATO,0.34,No
2019,Córdoba,BELALCÁZAR,VALLE DE LOS PEDROCHES,15.96,No
2019,Córdoba,OBEJO,VALLE DEL GUADIATO,1e-4,No
2019,Córdoba,RUTE,SUB-BETICA,0.04,Si
2019,Córdoba,NUEVA CARTEYA,SUB-BETICA,0.08,No
2019,Córdoba,ESPIEL,VALLE DEL GUADIATO,0.05,No
2019,Córdoba,OBEJO,VALLE DEL GUADIATO,0.37,No
2019,Córdoba,IZNÁJAR,SUB-BETICA,0.5,No
2019,Córdoba,VILLAVICIOSA DE CÓRDOBA,VALLE DEL GUADIATO,0.05,Si
2019,Córdoba,VILLAHARTA,VALLE DEL GUADIATO,4.36,No
2019,Córdoba,CÓRDOBA,CORDOBA,0.1,No
2019,Córdoba,CÓRDOBA,CORDOBA,0.5,No
2019,Córdoba,ADAMUZ,ALTO GUADALQUIVIR,19.29,No
2019,Córdoba,CÓRDOBA,CORDOBA,1.9,Si
2019,Córdoba,SANTAELLA,SUB-BETICA,0.17,No
2019,Córdoba,VILLAVICIOSA DE CÓRDOBA,VALLE DEL GUADIATO,0.02,Si
2019,Córdoba,HORNACHUELOS,VALLE MEDIO DEL GUADALQUIVIR,1.45,Si
2019,Córdoba,MONTILLA,SUB-BETICA,0.09,No
2019,Córdoba,HORNACHUELOS,VALLE MEDIO DEL GUADALQUIVIR,2.34,Si
2019,Córdoba,HORNACHUELOS,VALLE MEDIO DEL GUADALQUIVIR,0.13,Si
2019,Córdoba,CAÑETE DE LAS TORRES,ALTO GUADALQUIVIR,1.51,No
2019,Córdoba,PUENTE GENIL,SUB-BETICA,11.13,No
2019,Córdoba,FUENTE OBEJUNA,VALLE DEL GUADIATO,0.26,No
2019,Córdoba,ESPIEL,VALLE DEL GUADIATO,32.08,No
2019,Córdoba,CABRA,SUB-BETICA,0.11,No
2019,Córdoba,CARDEÑA,VALLE DE LOS PEDROCHES,7.47,No
2019,Córdoba,ADAMUZ,ALTO GUADALQUIVIR,0.14,Si
2019,Córdoba,CARCABUEY,SUB-BETICA,1.63,Si
2019,Córdoba,CÓRDOBA,CORDOBA,0.01,No
